id, img1, img2
1, 618, 864
2, 508, 844
3, 455, 548
4, 20, 435
5, 662, 957
6, 236, 267
7, 578, 856
8, 85, 892
9, 67, 79
10, 261, 488
11, 943, 944
12, 61, 168
13, 259, 675
14, 146, 535
15, 706, 852
16, 174, 401
17, 199, 210
18, 307, 549
19, 437, 975
20, 243, 299
21, 599, 691
22, 958, 982
23, 169, 613
24, 242, 553
25, 292, 520
26, 466, 727
27, 444, 937
28, 165, 963
29, 449, 893
30, 670, 758
31, 128, 337
32, 264, 849
33, 302, 365
34, 847, 997
35, 558, 977
36, 25, 540
37, 131, 581
38, 22, 278
39, 534, 999
40, 130, 799
41, 906, 948
42, 400, 616
43, 103, 142
44, 263, 938
45, 162, 518
46, 719, 787
47, 725, 941
48, 496, 831
49, 411, 822
50, 119, 985
51, 184, 917
52, 47, 661
53, 420, 904
54, 39, 707
55, 195, 952
56, 173, 756
57, 441, 718
58, 366, 903
59, 64, 716
60, 316, 803
61, 737, 767
62, 182, 683
63, 92, 830
64, 633, 681
65, 296, 547
66, 397, 666
67, 18, 659
68, 677, 811
69, 886, 936
70, 81, 306
71, 21, 430
72, 248, 837
73, 50, 715
74, 105, 734
75, 805, 898
76, 19, 201
77, 285, 563
78, 180, 204
79, 887, 980
80, 919, 994
81, 781, 870
82, 417, 927
83, 601, 746
84, 78, 674
85, 387, 946
86, 9, 23
87, 780, 871
88, 768, 910
89, 497, 988
90, 71, 476
91, 298, 885
92, 684, 981
93, 154, 835
94, 86, 284
95, 288, 373
96, 145, 527
97, 500, 685
98, 30, 750
99, 304, 782
100, 627, 722
101, 266, 287
102, 132, 777
103, 333, 429
104, 34, 318
105, 544, 801
106, 439, 591
107, 135, 483
108, 149, 409
109, 728, 967
110, 408, 452
111, 234, 604
112, 276, 634
113, 150, 517
114, 101, 703
115, 240, 499
116, 645, 653
117, 422, 798
118, 153, 231
119, 52, 740
120, 2, 660
121, 388, 995
122, 16, 341
123, 628, 667
124, 260, 739
125, 293, 978
126, 45, 134
127, 414, 443
128, 129, 812
129, 773, 895
130, 376, 771
131, 503, 571
132, 502, 940
133, 277, 704
134, 357, 826
135, 272, 345
136, 87, 658
137, 187, 790
138, 394, 643
139, 32, 759
140, 35, 399
141, 321, 651
142, 504, 986
